Name,Nationality,Team,Position,Age,Games,Games_starts,Minutes,Goals,Assists,Cards_yellow,Cards_red,Xg,Xg_assist,Progressive_carries,Progressive_passes,Progressive_passes_received,Goals_per90,Assists_per90,Xg_per90,Xg_assist_per90,Gk_goals_against_per90,Gk_save_pct,Gk_clean_sheet_pct,Gk_pens_save_pct,Shots_on_target_pct,Shots_per90,Goals_per_shot,Average_shot_distance,Passes_completed,Passes_pct,Passes_total_distance,Passes_pct_short,Passes_pct_medium,Passes_pct_long,Assisted_shots,Passes_into_final_third,Passes_into_penalty_area,Crosses_into_penalty_area,Progressive_passes,Sca,Sca_per90,Gca,Gca_per90,Tackles,Tackles_won,Challenge_tackles,Challenges_lost,Blocks,Blocked_shots,Blocked_passes,Interceptions,Touches,Touches_def_pen_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_pen_area,Take_ons,Take_ons_won_pct,Take_ons_tackled_pct,Carries,Carries_progressive_distance,Progressive_carries,Carries_into_final_third,Carries_into_penalty_area,Miscontrols,Dispossessed,Passes_received,Progressive_passes_received,Fouls,Fouled,Offsides,Crosses,Ball_recoveries,Aerials_won,Aerials_lost,Aerials_won_pct
Alex Palmer,ENG,Ipswich Town,GK,28-268,11,11,990,0,0,2,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,2.45,58.7,N/a,0.0,N/a,0.0,N/a,N/a,241,67.7,7340,95.8,100.0,43.8,1,7,0,0,1,2,0.18,0,0.0,0,0,0,0,0,0,0,0,400,334,393,8,0,0,0,N/a,N/a,180,604,0,0,0,1,0,132,0,1,2,0,0,15,4,0,100.0
Cole Palmer,ENG,Chelsea,MF,22-364,34,33,2921,15,8,6,0,17.0,10.0,110,200,169,0.46,0.25,0.52,0.31,N/a,N/a,N/a,N/a,35.7,3.54,0.1,20.2,1044,76.9,19884,85.9,84.8,59.9,82,153,61,17,200,190,5.86,15,0.46,27,17,9,14,14,1,13,11,1694,20,140,759,817,133,107,46.7,38.3,1074,3497,110,67,39,63,34,1248,169,13,57,6,134,100,1,7,12.5
Emerson Palmieri,IT,West Ham,DF,30-275,30,26,2105,2,1,5,0,2.0,1.5,47,66,83,0.09,0.04,0.08,0.06,N/a,N/a,N/a,N/a,43.8,0.68,0.13,19.0,859,79.9,12521,89.7,81.3,42.2,16,51,13,5,66,41,1.75,2,0.09,60,31,27,21,32,8,24,21,1323,82,422,557,359,28,30,33.3,56.7,553,1736,47,25,9,24,7,745,83,25,13,0,64,84,18,20,47.4
Lucas Paquetá,BR,West Ham,MFFW,27-251,31,27,2336,4,0,9,0,5.2,3.1,22,145,82,0.15,0.0,0.2,0.12,N/a,N/a,N/a,N/a,7.9,1.46,0.05,19.6,1088,77.3,18064,83.7,79.6,64.4,36,125,43,4,145,79,3.04,6,0.23,66,37,27,27,28,4,24,17,1738,62,360,957,435,57,43,41.9,46.5,891,1300,22,32,2,53,50,1220,82,52,62,6,28,146,48,57,45.7
Thomas Partey,GH,Arsenal,MFDF,31-326,32,28,2527,4,2,4,0,2.0,1.9,32,171,47,0.14,0.07,0.07,0.07,N/a,N/a,N/a,N/a,30.4,0.82,0.17,19.5,1525,87.3,24370,92.9,88.6,66.4,17,151,33,2,171,58,2.07,13,0.46,80,49,44,28,25,7,18,33,1989,66,418,1098,485,28,33,66.7,27.3,1125,3235,32,37,3,22,16,1416,47,40,28,1,12,123,26,22,54.2
Nathan Patterson,SCT,Everton,DF,23-201,10,3,347,0,1,1,0,0.1,0.4,6,13,18,0.0,0.26,0.02,0.11,N/a,N/a,N/a,N/a,0.0,0.26,0.0,16.8,130,73.9,2272,90.3,69.3,50.0,4,9,5,3,13,11,2.85,1,0.26,11,6,7,7,2,0,2,2,215,11,52,90,75,5,12,75.0,16.7,95,216,6,5,2,4,2,117,18,6,1,0,14,12,1,7,12.5
João Pedro,BR,Brighton,FWMF,23-221,27,23,1948,10,6,4,1,8.9,5.0,66,78,128,0.46,0.28,0.41,0.23,N/a,N/a,N/a,N/a,35.7,1.94,0.12,17.2,482,72.9,6847,78.7,75.1,65.9,30,42,36,5,78,72,3.32,9,0.42,16,12,4,7,12,0,12,9,940,12,60,387,508,122,86,33.7,54.7,616,1821,66,39,30,72,38,732,128,26,46,2,22,59,41,43,48.8
Andreas Pereira,BR,Fulham,MF,29-124,31,23,1879,2,4,7,0,3.5,4.5,27,99,78,0.1,0.19,0.17,0.21,N/a,N/a,N/a,N/a,22.9,1.68,0.06,22.1,641,68.9,11658,83.6,78.3,41.0,56,64,19,4,99,101,4.84,8,0.38,22,12,10,30,16,2,14,8,1096,17,156,446,511,39,29,44.8,27.6,556,1266,27,35,8,26,21,648,78,27,23,1,168,97,12,21,36.4
Ricardo Pereira,PT,Leicester City,DF,31-211,8,4,342,0,0,1,0,0.1,0.0,3,14,5,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,50.0,0.53,0.0,17.0,178,82.4,2899,86.7,83.7,85.7,0,18,0,0,14,3,0.79,0,0.0,11,6,6,6,6,2,4,2,255,14,78,141,37,5,8,62.5,25.0,132,147,3,3,2,2,0,143,5,4,6,0,3,16,4,2,66.7
Kalvin Phillips,ENG,Ipswich Town,MF,29-154,19,14,1237,0,0,6,1,0.4,0.2,4,51,4,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,18.2,0.8,0.0,24.3,436,79.1,8581,83.1,86.7,61.2,5,49,6,1,51,17,1.24,3,0.22,35,19,15,24,35,6,29,19,739,61,223,398,122,5,12,41.7,50.0,310,569,4,5,0,25,10,394,4,28,20,0,20,68,7,22,24.1
Jordan Pickford,ENG,Everton,GK,31-059,35,35,3150,0,1,7,0,0.0,0.4,0,0,0,0.0,0.03,0.0,0.01,1.23,71.1,N/a,100.0,N/a,0.0,N/a,N/a,971,66.5,30852,99.3,98.4,46.3,2,68,8,0,0,12,0.34,2,0.06,1,0,1,1,0,0,0,1,1561,1009,1494,68,0,0,0,N/a,N/a,895,3246,0,0,0,2,0,788,0,0,7,0,0,31,4,1,80.0
Ethan Pinnock,JM,Brentford,DF,31-341,22,21,1913,2,0,2,0,1.1,1.2,3,41,9,0.09,0.0,0.05,0.05,N/a,N/a,N/a,N/a,60.0,0.47,0.2,11.1,924,85.6,17045,94.2,89.4,57.9,8,48,4,1,41,21,0.99,0,0.0,35,19,13,11,29,18,11,24,1348,294,783,457,109,24,9,33.3,66.7,633,1633,3,4,0,2,4,760,9,8,4,0,9,50,63,43,59.4
Nick Pope,ENG,Newcastle Utd,GK,33-016,25,25,2250,0,0,2,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.32,70.1,N/a,50.0,N/a,0.0,N/a,N/a,504,72.8,12978,99.0,98.5,42.8,1,2,0,0,1,6,0.24,0,0.0,0,0,0,0,1,0,1,1,773,612,762,11,0,0,0,N/a,N/a,397,1519,0,0,0,0,1,273,0,2,5,0,0,21,11,1,91.7
Pedro Porro,ES,Tottenham,DF,25-234,31,26,2463,2,6,4,0,1.5,4.0,63,147,106,0.07,0.22,0.06,0.15,N/a,N/a,N/a,N/a,21.6,1.35,0.05,23.1,1324,73.5,23083,87.5,79.3,44.2,54,120,55,26,147,104,3.8,8,0.29,63,46,42,31,44,17,27,34,2131,124,623,772,749,30,39,33.3,61.5,1132,2677,63,40,5,23,17,1229,106,24,30,1,191,148,11,22,33.3
Jarell Quansah,ENG,Liverpool,DF,22-096,12,3,405,0,0,2,0,0.1,0.1,2,16,4,0.0,0.0,0.02,0.02,N/a,N/a,N/a,N/a,0.0,0.22,0.0,8.9,293,91.0,5236,97.3,92.6,63.0,1,21,1,0,16,2,0.44,0,0.0,11,8,6,2,8,7,1,6,377,47,191,160,26,5,2,50.0,50.0,220,592,2,3,1,5,2,266,4,9,1,0,2,16,6,10,37.5
Aaron Ramsdale,ENG,Southampton,GK,26-356,27,27,2430,0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.3,67.1,N/a,28.6,N/a,0.0,N/a,N/a,715,64.6,20052,99.5,96.2,38.6,0,33,1,0,0,3,0.11,0,0.0,0,0,0,2,0,0,0,2,1189,860,1166,26,0,0,0,N/a,N/a,723,2159,0,0,0,3,0,646,0,1,4,0,0,20,5,0,100.0
Jacob Ramsey,ENG,Aston Villa,FWMF,23-342,27,18,1516,1,3,2,0,1.5,2.3,57,67,105,0.06,0.18,0.09,0.13,N/a,N/a,N/a,N/a,22.2,1.07,0.06,16.7,479,85.4,6395,91.5,84.9,75.0,20,31,21,1,67,51,3.03,8,0.47,30,15,10,10,21,3,18,7,726,12,136,259,344,67,42,57.1,23.8,474,1631,57,31,19,39,21,552,105,12,25,5,10,77,6,10,37.5
Marcus Rashford,ENG,Aston Villa,FW,27-186,10,4,444,2,2,0,0,3.1,2.3,22,13,42,0.41,0.41,0.62,0.46,N/a,N/a,N/a,N/a,27.8,3.65,0.06,19.4,117,71.3,1772,87.0,76.6,36.0,13,2,9,2,13,27,5.49,3,0.61,10,7,4,2,2,0,2,1,227,2,14,58,159,30,22,40.9,59.1,127,471,22,10,15,8,1,149,42,1,3,1,28,14,1,8,11.1
David Raya,ES,Arsenal,GK,29-232,35,35,3150,0,0,2,0,0.0,0.0,0,13,0,0.0,0.0,0.0,0.0,0.89,74.1,N/a,0.0,N/a,0.0,N/a,N/a,979,74.6,23137,98.9,98.3,38.2,0,41,2,0,13,4,0.11,1,0.03,0,0,0,2,0,0,0,2,1367,802,1284,83,0,0,1,100.0,0.0,856,2563,0,0,0,1,0,789,0,1,9,0,0,38,10,0,100.0
Harrison Reed,ENG,Fulham,MF,30-098,12,0,109,0,0,2,0,0.2,0.1,1,4,7,0.0,0.0,0.21,0.07,N/a,N/a,N/a,N/a,66.7,2.48,0.0,21.7,39,70.9,550,87.5,76.5,40.0,1,1,1,0,4,1,0.89,0,0.0,6,3,1,2,1,0,1,1,78,2,11,28,40,5,2,0.0,50.0,31,27,1,1,0,2,2,38,7,6,2,0,6,10,1,2,33.3
Sergio Reguilón,ES,Tottenham,DF,28-140,3,0,123,0,0,2,0,0.1,0.0,4,12,10,0.0,0.0,0.05,0.02,N/a,N/a,N/a,N/a,0.0,0.73,0.0,5.4,73,69.5,1144,75.0,76.6,33.3,1,11,2,1,12,1,0.73,0,0.0,4,3,2,1,4,0,4,2,121,2,28,61,33,3,4,50.0,0.0,64,180,4,2,1,1,1,74,10,2,5,0,10,9,5,2,71.4
Manuel Ugarte Ribeiro,UY,Manchester Utd,MF,24-024,27,21,1706,1,2,10,0,1.0,1.1,16,59,20,0.05,0.11,0.05,0.06,N/a,N/a,N/a,N/a,21.1,1.0,0.05,21.7,765,87.9,12528,89.6,93.1,75.6,10,54,9,3,59,31,1.64,4,0.21,74,46,28,38,31,4,27,26,1111,43,317,613,201,16,32,56.3,31.3,642,1306,16,16,1,29,25,693,20,38,33,0,7,117,17,18,48.6
Declan Rice,ENG,Arsenal,MF,26-111,33,31,2645,3,7,7,1,3.3,6.5,88,180,92,0.1,0.24,0.11,0.22,N/a,N/a,N/a,N/a,25.0,1.5,0.07,19.3,1304,83.5,22238,92.0,90.5,48.9,56,126,35,5,180,106,3.61,10,0.34,52,24,16,21,24,11,13,25,1839,71,302,863,693,77,28,46.4,50.0,977,3274,88,54,16,36,29,1204,92,20,16,2,157,143,31,24,56.4
Chris Richards,US,Crystal Palace,DF,25-038,20,18,1562,1,0,4,1,1.2,0.1,5,34,1,0.06,0.0,0.07,0.01,N/a,N/a,N/a,N/a,50.0,0.58,0.1,11.8,583,81.1,10347,89.2,90.3,44.2,2,20,0,0,34,7,0.4,2,0.12,42,27,23,15,35,13,22,10,935,111,513,371,56,15,6,16.7,83.3,433,850,5,5,0,5,5,525,1,11,4,1,1,48,33,35,48.5
Richarlison,BR,Tottenham,FW,27-360,13,4,475,4,1,2,0,3.7,0.9,8,11,22,0.76,0.19,0.7,0.17,N/a,N/a,N/a,N/a,41.2,3.22,0.24,9.1,60,63.2,907,73.2,58.1,66.7,4,8,4,2,11,8,1.51,1,0.19,4,3,0,2,1,1,0,0,161,8,19,81,62,29,15,6.7,86.7,87,164,8,8,3,9,8,118,22,6,13,3,7,10,9,22,29.0
Andrew Robertson,SCT,Liverpool,DF,31-055,31,27,2308,0,0,3,1,1.0,4.1,58,165,95,0.0,0.0,0.04,0.16,N/a,N/a,N/a,N/a,15.4,0.51,0.0,14.5,1456,83.0,24521,94.1,86.8,46.8,38,144,28,16,165,75,2.92,3,0.12,38,22,30,17,9,4,5,20,1947,86,500,882,578,50,18,38.9,55.6,1028,2588,58,48,6,25,11,1302,95,11,8,2,136,91,6,12,33.3
Antonee Robinson,US,Fulham,DF,27-270,34,33,2989,0,10,8,0,0.7,4.1,114,123,265,0.0,0.3,0.02,0.12,N/a,N/a,N/a,N/a,12.5,0.48,0.0,22.1,1523,76.6,26058,86.7,79.0,56.4,42,113,54,28,123,77,2.32,11,0.33,90,57,44,45,37,7,30,57,2404,128,765,911,763,67,78,43.6,42.3,1278,4057,114,60,29,41,18,1440,265,31,17,6,165,148,45,25,64.3
Guido Rodríguez,AR,West Ham,MF,31-023,20,14,1018,0,0,5,0,0.2,0.1,2,31,5,0.0,0.0,0.02,0.01,N/a,N/a,N/a,N/a,12.5,0.71,0.0,27.8,419,84.1,7149,87.4,91.4,62.7,3,36,1,0,31,10,0.88,0,0.0,30,16,14,16,21,9,12,12,617,42,196,366,56,2,3,66.7,0.0,284,392,2,5,0,2,6,354,5,15,11,1,4,46,8,7,53.3
Mads Roerslev,DK,Brentford,DF,25-315,19,11,1101,0,2,2,0,0.2,3.0,17,51,54,0.0,0.16,0.02,0.24,N/a,N/a,N/a,N/a,40.0,0.41,0.0,20.8,422,78.7,6925,88.0,79.9,55.1,14,37,11,4,51,21,1.72,2,0.16,18,8,11,17,12,5,7,4,645,49,234,268,146,20,19,36.8,42.1,352,858,17,13,0,9,6,407,54,6,10,0,31,39,10,14,41.7
Morgan Rogers,ENG,Aston Villa,FWMF,22-283,34,34,2853,8,8,9,0,6.2,7.4,108,117,177,0.25,0.25,0.2,0.23,N/a,N/a,N/a,N/a,35.8,1.67,0.15,15.9,628,73.9,9245,81.4,76.2,79.7,48,71,52,2,117,101,3.19,14,0.44,36,18,19,20,25,7,18,5,1269,36,185,557,553,135,153,42.5,44.4,744,3036,108,64,33,104,68,897,177,46,48,2,22,108,11,43,20.4
Cristian Romero,AR,Tottenham,DF,27-008,18,18,1416,1,0,3,0,1.6,0.6,12,71,3,0.06,0.0,0.1,0.04,N/a,N/a,N/a,N/a,50.0,1.02,0.06,9.1,1094,89.5,20402,91.4,94.7,63.5,7,109,8,1,71,20,1.27,4,0.25,35,29,21,9,18,3,15,21,1377,157,594,720,74,23,4,25.0,50.0,896,2893,12,18,0,10,5,936,3,14,12,2,3,90,41,27,60.3
Emile Smith Rowe,ENG,Fulham,MF,24-281,31,23,1886,6,2,2,0,4.4,1.1,50,120,115,0.29,0.1,0.21,0.05,N/a,N/a,N/a,N/a,28.6,1.67,0.17,15.6,844,90.1,12107,92.1,95.4,70.4,18,76,15,1,120,65,3.1,11,0.52,31,18,8,16,20,2,18,11,1128,20,155,534,449,55,33,48.5,45.5,734,1838,50,38,11,35,13,867,115,18,12,4,13,69,6,17,26.1
Georginio Rutter,FR,Brighton,MFFW,23-015,28,19,1656,5,3,2,0,4.6,2.5,42,67,79,0.27,0.16,0.25,0.14,N/a,N/a,N/a,N/a,24.0,2.72,0.1,15.5,237,66.8,3344,77.0,66.7,62.5,19,30,16,1,67,64,3.47,8,0.43,39,15,14,22,20,3,17,10,641,20,83,246,326,79,71,38.0,47.9,361,1405,42,36,16,45,37,411,79,34,45,7,9,66,25,46,35.2
Bukayo Saka,ENG,Arsenal,FWMF,23-242,22,18,1539,6,10,3,0,6.3,6.8,82,62,233,0.35,0.58,0.37,0.4,N/a,N/a,N/a,N/a,34.5,3.39,0.09,15.5,488,75.2,7524,90.1,73.1,47.7,50,13,32,10,62,102,5.97,22,1.29,24,13,11,11,21,0,21,3,875,6,52,192,639,146,84,44.0,41.7,558,2133,82,28,45,29,38,635,233,14,38,5,110,65,8,19,29.6
Mohamed Salah,EG,Liverpool,FW,32-324,35,35,3101,28,18,1,0,24.0,13.2,143,133,440,0.81,0.52,0.7,0.38,N/a,N/a,N/a,N/a,42.0,3.25,0.17,14.7,833,71.2,12448,83.6,70.3,59.6,82,49,86,14,133,157,4.56,26,0.75,20,11,7,9,11,0,11,7,1568,10,90,474,1023,327,125,44.0,52.0,1079,3375,143,54,115,109,63,1313,440,22,36,16,72,95,9,12,42.9
William Saliba,FR,Arsenal,DF,24-042,33,33,2904,2,0,2,1,2.3,0.9,16,134,6,0.06,0.0,0.07,0.03,N/a,N/a,N/a,N/a,33.3,0.19,0.33,5.4,2320,94.2,39927,95.7,96.0,79.9,7,175,6,0,134,26,0.81,1,0.03,60,36,21,6,24,15,9,21,2717,178,1072,1519,141,18,19,63.2,31.6,1675,4013,16,17,1,18,7,2056,6,28,17,1,3,146,58,35,62.4
Jadon Sancho,ENG,Chelsea,FW,25-041,29,18,1687,3,4,2,0,2.2,3.6,98,87,218,0.16,0.21,0.12,0.19,N/a,N/a,N/a,N/a,33.3,1.28,0.13,15.1,631,82.5,8571,89.1,84.2,51.9,36,26,47,0,87,67,3.57,10,0.53,10,6,5,7,9,0,9,2,926,11,115,269,552,119,95,47.4,40.0,626,2374,98,33,56,29,21,726,218,6,11,6,23,97,5,10,33.3
Ibrahim Sangaré,CI,Nott'ham Forest,MF,27-154,9,3,295,0,1,2,0,0.0,0.4,0,14,2,0.0,0.31,0.01,0.12,N/a,N/a,N/a,N/a,100.0,0.31,0.0,32.0,131,80.4,1910,89.7,82.0,61.5,4,11,2,0,14,6,1.83,0,0.0,18,10,4,6,5,0,5,3,208,8,49,127,34,7,1,0.0,100.0,85,109,0,2,0,4,1,112,2,8,5,0,0,23,6,8,42.9
Pablo Sarabia,ES,Wolves,MFFW,32-359,21,6,716,3,2,3,0,2.9,1.6,12,51,52,0.38,0.25,0.36,0.2,N/a,N/a,N/a,N/a,47.1,2.14,0.18,18.9,260,70.1,4467,86.8,77.8,49.3,13,36,17,2,51,25,3.14,4,0.5,15,8,9,5,10,0,10,4,465,4,53,227,188,23,13,46.2,38.5,272,615,12,14,0,16,12,321,52,14,15,5,40,29,4,12,25.0
Ismaila Sarr,SN,Crystal Palace,MFFW,27-069,34,26,2392,7,4,4,0,8.7,7.0,67,76,164,0.26,0.15,0.33,0.26,N/a,N/a,N/a,N/a,50.0,1.81,0.15,13.3,438,66.6,6582,74.8,70.8,47.7,37,26,36,8,76,97,3.65,9,0.34,21,10,7,16,22,7,15,8,954,39,156,367,441,118,51,29.4,52.9,526,1855,67,42,26,61,41,650,164,12,49,11,50,99,31,46,40.3
Pape Matar Sarr,SN,Tottenham,MF,22-233,33,19,1726,3,2,6,0,3.3,1.6,32,85,50,0.16,0.1,0.17,0.08,N/a,N/a,N/a,N/a,40.6,1.67,0.09,21.8,856,86.8,13113,90.7,90.0,73.3,15,85,11,2,85,42,2.19,6,0.31,44,32,11,12,23,9,14,26,1189,38,249,669,291,26,28,39.3,50.0,745,1843,32,35,5,27,21,838,50,31,34,2,14,108,28,40,41.2
Oliver Scarles,ENG,West Ham,DF,19-144,14,6,594,0,0,1,0,0.1,0.0,11,21,39,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,0.0,0.45,0.0,20.2,260,78.1,3880,88.7,83.5,29.4,1,9,5,1,21,5,0.76,0,0.0,17,11,13,8,14,2,12,10,420,27,140,166,118,7,6,16.7,83.3,190,445,11,9,1,10,3,243,39,4,3,1,13,33,5,5,50.0
Kevin Schade,DE,Brentford,FW,23-159,35,23,2069,10,2,3,0,7.7,3.4,56,32,146,0.43,0.09,0.33,0.15,N/a,N/a,N/a,N/a,46.0,2.17,0.2,11.6,290,58.2,4497,68.4,60.1,42.9,20,29,9,3,32,50,2.18,9,0.39,35,23,12,8,17,2,15,5,804,37,135,221,463,129,81,35.8,56.8,399,1275,56,26,35,54,34,497,146,20,33,13,36,78,81,65,55.5
Jeffrey Schlupp,GH,Crystal Palace,MFDF,32-133,12,0,103,0,0,0,0,0.2,0.2,4,5,9,0.0,0.0,0.14,0.14,N/a,N/a,N/a,N/a,50.0,3.5,0.0,17.7,39,78.0,591,84.2,78.3,50.0,3,4,2,0,5,7,6.06,0,0.0,2,0,0,3,6,0,6,0,79,2,9,31,41,6,1,100.0,0.0,30,67,4,1,1,7,0,41,9,1,0,0,4,6,3,4,42.9
Fabian Schär,CH,Newcastle Utd,DF,33-136,31,30,2664,4,0,7,1,2.4,0.4,14,102,18,0.14,0.0,0.08,0.01,N/a,N/a,N/a,N/a,32.3,1.05,0.13,21.2,1518,83.8,30536,92.3,92.7,52.3,5,145,10,0,102,32,1.08,4,0.14,34,21,14,20,37,24,13,41,2111,239,1089,900,133,33,12,66.7,16.7,1331,3403,14,23,2,11,6,1474,18,32,12,4,10,125,46,61,43.0
Alex Scott,ENG,Bournemouth,MF,21-257,18,7,709,0,0,2,0,0.7,0.8,15,49,33,0.0,0.0,0.08,0.11,N/a,N/a,N/a,N/a,38.5,1.65,0.0,20.0,265,83.1,4257,88.5,91.9,60.6,11,37,4,0,49,28,3.55,2,0.25,26,13,18,22,17,4,13,10,456,22,84,245,133,18,26,23.1,50.0,237,640,15,9,3,22,8,274,33,13,26,0,6,50,7,7,50.0
Matz Sels,BE,Nott'ham Forest,GK,33-068,34,34,3060,0,0,3,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.21,73.8,N/a,0.0,N/a,0.0,N/a,N/a,454,50.5,17261,100.0,97.8,36.5,1,39,2,0,1,5,0.15,0,0.0,1,1,1,0,0,0,0,0,990,757,975,15,0,0,0,N/a,N/a,483,1481,0,0,0,0,0,383,0,0,10,0,0,11,14,2,87.5
Nélson Semedo,PT,Wolves,DF,31-170,31,30,2661,0,4,7,0,0.8,2.7,61,70,109,0.0,0.14,0.03,0.09,N/a,N/a,N/a,N/a,37.5,0.54,0.0,23.4,973,80.1,14811,91.1,82.8,46.6,21,63,25,11,70,52,1.76,6,0.2,58,34,30,23,28,10,18,23,1551,116,446,707,416,24,64,45.3,42.2,790,2320,61,36,9,40,19,882,109,44,28,4,58,121,27,41,39.7
Antoine Semenyo,GH,Bournemouth,FW,25-118,34,33,2933,9,5,9,0,9.3,5.8,133,106,259,0.28,0.15,0.29,0.18,N/a,N/a,N/a,N/a,31.4,3.62,0.08,17.2,737,73.2,10554,84.7,76.5,38.6,45,48,44,8,106,123,3.77,13,0.4,53,34,16,26,59,8,51,10,1503,44,187,526,824,176,125,51.2,41.6,904,3409,133,65,65,79,72,1041,259,66,36,14,52,150,61,72,45.9
Marcos Senesi,AR,Bournemouth,DF,27-360,15,12,1014,0,0,5,0,0.8,0.2,12,51,5,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.18,0.0,6.0,493,76.6,10211,88.0,85.9,49.7,3,73,12,3,51,16,1.42,1,0.09,35,21,14,16,15,7,8,11,783,67,349,376,67,12,9,55.6,44.4,483,1465,12,14,0,6,5,493,5,19,7,0,10,67,23,27,46.0
Ryan Sessegnon,ENG,Fulham,FWDF,24-352,13,6,470,4,2,1,0,1.6,1.0,14,14,51,0.77,0.38,0.3,0.18,N/a,N/a,N/a,N/a,53.8,2.49,0.31,12.6,124,76.5,1764,86.3,71.1,60.0,10,7,3,1,14,17,3.25,3,0.57,21,11,6,9,11,0,11,3,260,10,58,83,124,38,17,29.4,58.8,129,434,14,11,9,14,6,149,51,16,4,1,13,25,8,10,44.4
Luke Shaw,ENG,Manchester Utd,DF,29-297,5,2,218,0,0,1,0,0.0,0.7,6,18,7,0.0,0.0,0.01,0.29,N/a,N/a,N/a,N/a,0.0,0.41,0.0,23.1,178,83.6,2931,92.9,86.6,56.5,5,12,3,1,18,9,3.72,0,0.0,4,3,2,0,2,1,1,2,234,15,92,105,37,4,1,0.0,100.0,170,402,6,6,0,2,0,183,7,2,0,0,9,9,3,2,60.0
Bernardo Silva,PT,Manchester City,MFFW,30-268,30,26,2401,3,4,7,0,3.2,4.4,94,115,184,0.11,0.15,0.12,0.16,N/a,N/a,N/a,N/a,35.7,1.05,0.11,12.9,1370,87.1,20876,92.2,88.4,66.7,47,75,33,7,115,83,3.11,8,0.3,52,34,24,28,33,7,26,20,1816,48,318,739,777,131,59,45.8,42.4,1137,3650,94,60,31,21,32,1346,184,26,29,3,54,93,5,10,33.3
Jota Silva,PT,Nott'ham Forest,FWMF,25-277,28,5,844,3,1,5,0,2.0,2.9,20,18,58,0.32,0.11,0.22,0.31,N/a,N/a,N/a,N/a,31.8,2.35,0.14,14.5,115,60.5,1635,77.4,60.3,35.3,14,4,9,3,18,29,3.09,3,0.32,25,13,5,20,9,1,8,12,347,19,82,98,178,45,33,30.3,42.4,172,610,20,12,8,24,12,198,58,24,23,8,21,42,21,27,43.8
Jahmai Simpson-Pusey,ENG,Manchester City,DF,19-182,2,1,96,0,0,1,0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,107,93.0,1754,95.9,96.6,42.9,0,3,0,0,3,0,0.0,0,0.0,1,0,0,1,1,1,0,0,123,9,61,59,3,1,1,0.0,0.0,79,190,1,0,0,1,0,101,0,0,1,0,0,3,1,3,25.0
Luis Sinisterra,CO,Bournemouth,FWMF,25-322,12,1,236,1,1,0,0,1.2,1.4,19,6,38,0.38,0.38,0.46,0.54,N/a,N/a,N/a,N/a,46.2,4.96,0.08,14.8,73,78.5,1067,91.7,68.8,100.0,9,6,2,2,6,14,5.29,1,0.38,7,2,0,4,3,0,3,1,155,7,18,41,96,23,20,40.0,50.0,95,393,19,6,10,6,3,102,38,4,2,1,7,17,3,7,30.0
Oliver Skipp,ENG,Leicester City,MF,24-231,21,8,996,0,0,8,0,0.2,0.3,16,31,19,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,25.0,0.36,0.0,21.0,392,85.0,5965,88.5,93.3,59.4,9,30,4,0,31,14,1.27,0,0.0,20,4,9,6,17,4,13,10,557,24,121,350,90,7,11,54.5,45.5,321,629,16,7,3,11,5,390,19,19,13,0,5,40,10,6,62.5
William Smallbone,IE,Southampton,MF,25-073,15,6,646,1,0,1,0,0.4,0.6,5,25,23,0.14,0.0,0.06,0.09,N/a,N/a,N/a,N/a,16.7,0.84,0.17,19.3,257,77.6,4218,87.1,85.0,38.8,9,11,3,2,25,15,2.09,0,0.0,18,11,7,14,8,0,8,2,401,15,76,198,131,14,6,66.7,33.3,182,391,5,9,1,11,5,243,23,11,3,0,34,23,4,2,66.7
Adam Smith,ENG,Bournemouth,DF,34-006,22,17,1409,0,0,6,0,0.7,0.3,12,40,31,0.0,0.0,0.04,0.02,N/a,N/a,N/a,N/a,0.0,0.19,0.0,16.9,436,75.7,7088,88.0,78.1,37.5,7,41,8,5,40,20,1.28,2,0.13,21,10,12,13,12,5,7,14,707,39,217,332,162,6,15,40.0,40.0,305,585,12,15,0,10,6,333,31,15,11,0,30,43,12,13,48.0
Dominic Solanke,ENG,Tottenham,FW,27-233,25,24,2119,8,3,0,0,10.1,2.9,29,45,88,0.34,0.13,0.43,0.13,N/a,N/a,N/a,N/a,40.7,2.51,0.14,12.1,250,71.0,3344,76.1,77.1,66.7,14,27,9,0,45,37,1.57,8,0.34,18,11,4,10,18,7,11,0,636,31,68,290,284,111,50,32.0,62.0,374,803,29,21,14,67,47,448,88,36,36,5,4,37,44,59,42.7
